Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
-0.302581787109375,21.1375259466329,1.390380859375E-08,-0.30230712890625,2,616,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.300140380859375,21.1619399465712,1.495361328125E-08,-0.299835205078125,2,617,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.297698974609375,21.1863539465096,1.572265625E-08,-0.297393798828125,2,618,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.295257568359375,21.210767946448,1.62841796875E-08,-0.294952392578125,2,619,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.292816162109375,21.2351819463863,1.7041015625E-08,-0.29248046875,2,620,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.290374755859375,21.2595959463247,1.74041748046875E-08,-0.29010009765625,2,621,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.287933349609375,21.284009946263,1.80145263671875E-08,-0.287628173828125,2,622,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.285491943359375,21.3084239462014,1.785888671875E-08,-0.28521728515625,2,623,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.283050537109375,21.3328379461398,1.76177978515625E-08,-0.282745361328125,2,624,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.280609130859375,21.3572519460781,1.78070068359375E-08,-0.280303955078125,2,625,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.278167724609375,21.3816659460165,1.73309326171875E-08,-0.27783203125,2,626,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.275726318359375,21.4060799459548,1.69586181640625E-08,-0.275390625,2,627,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.273284912109375,21.4304939458932,1.65252685546875E-08,-0.27301025390625,2,628,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.270843505859375,21.4549079458316,1.59820556640625E-08,-0.27056884765625,2,629,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.268402099609375,21.4793219457699,1.54327392578125E-08,-0.26812744140625,2,630,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.265960693359375,21.5037359457083,1.4727783203125E-08,-0.265655517578125,2,631,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.263519287109375,21.5281499456466,1.4337158203125E-08,-0.26324462890625,2,632,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.261077880859375,21.552563945585,1.37908935546875E-08,-0.260772705078125,2,633,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.258636474609375,21.5769779455234,1.336669921875E-08,-0.25836181640625,2,634,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.256195068359375,21.6013919454617,1.25244140625E-08,-0.25592041015625,2,635,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.253753662109375,21.6258059454001,1.2109375E-08,-0.253448486328125,2,636,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.251312255859375,21.6502199453384,1.13372802734375E-08,-0.25103759765625,2,637,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.248870849609375,21.6746339452768,1.12396240234375E-08,-0.24859619140625,2,638,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.246429443359375,21.6990479452152,1.05621337890625E-08,-0.24615478515625,2,639,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.243988037109375,21.7234619451535,1.04736328125E-08,-0.243682861328125,2,640,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.241546630859375,21.7478759450919,9.9609375E-09,-0.241241455078125,2,641,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.239105224609375,21.7722899450303,9.70458984375E-09,-0.23883056640625,2,642,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.236663818359375,21.7967039449686,9.3505859375E-09,-0.236419677734375,2,643,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.234222412109375,21.821117944907,8.880615234375E-09,-0.23388671875,2,644,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.231781005859375,21.8455319448453,8.55712890625E-09,-0.231536865234375,2,645,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.229339599609375,21.8699459447837,8.2763671875E-09,-0.2291259765625,2,646,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.226898193359375,21.8943599447221,8.0810546875E-09,-0.226593017578125,2,647,2.22265645861626E-08,-4.80057969689369E-08,100 nA
